"Gene","CV"
"1301",1.04819042780428
"778",1.04803471786408
"881",1.04771108406501
"729338",1.04669620552309
"254187",1.04653457818646
"401124",1.04636812147777
"100128327",1.04635809761062
"254173",1.0461357934398
"150244",1.04530202190081
"347689",1.04515093416562
"79923",1.04446921052109
"4948",1.04421344408247
"387694",1.04310653062836
"909",1.04283423145225
"131873",1.04240612438841
"728402",1.04231095567389
"25834",1.04201400721569
"145645",1.0413064685337
"3812",1.04088419470421
"286499",1.04084166305865
"80034",1.04046134985139
"1804",1.04041735256773
"5522",1.04040206459001
"338069",1.04038712767232
"131831",1.04022008621842
"162514",1.03994877708135
"116969",1.03991959695555
"414318",1.03923774113916
"200232",1.03909694191815
"645367",1.0389357333633
"92369",1.03850658187892
"728606",1.03847591062423
"374470",1.0377863260724
"1510",1.03775784970111
"2814",1.03737857411747
"254439",1.03726058766737
"7087",1.0371213014249
"3236",1.0367821512493
"653",1.03626435840101
"283856",1.03578690861691
"5368",1.03563537663742
"27019",1.03558348548759
"57795",1.03533418282863
"642597",1.03523255101017
"25803",1.0316146091686
"11105",1.03107741884583
"112714",1.03085447229821
"202500",1.03083836951114
"135886",1.03075860472185
"257358",1.03043827150326
"1237",1.02828222002297
"10164",1.0280393158753
"3036",1.02762848270847
"100188947",1.02737645151559
"10752",1.02658879516854
"56147",1.02630077683721
"285796",1.02569704442341
"135644",1.02421100079445
"79750",1.02380490231726
"2798",1.0232743308176
"26330",1.02289495140553
"5803",1.02258725003635
"3009",1.02236044756252
"846",1.02208050226161
"1053",1.02157666077268
"3360",1.02136300641095
"387082",1.02094138180811
"65975",1.02055998739018
"170685",1.02027872731334
"117581",1.02009953017116
"10242",1.01970054441392
"130749",1.01932516624957
"9071",1.01926814660256
"8340",1.01890282050803
"6543",1.01859515250453
"643376",1.01795161170104
"2596",1.01794629524498
"4100",1.01737860090827
"374467",1.01683299052029
"392307",1.01638503219099
"113828",1.01622520897792
"343505",1.01539377184363
"92749",1.01528797028527
"7503",1.01504438420951
"50944",1.01461850490107
"161931",1.0140648394975
"122402",1.01405990982339
"405753",1.01405126156261
"405754",1.01362837195309
"646243",1.01358826944376
"159963",1.01318732746632
"6559",1.01270805532115
"23569",1.01130309491829
"8332",1.01067286112581
"440021",1.01055625877492
"55510",1.01048218468261
"338761",1.01033420692362
"118856",1.00972413091384
"80341",1.00947602997234
"55359",1.00901120411069
"7472",1.00810150881047
"4922",1.00787103621233
"56144",1.00769291473667
"362",1.00766091062497
"124783",1.00626293938679
"220869",1.00616863001012
"285498",1.00592182899738
"120935",1.00590772475278
"608",1.00517832644255
"4146",1.00504393278696
"8419",1.0045852314171
"220107",1.00433813814867
"64399",1.00388658804817
"441454",1.00336413012407
"115019",1.00276117889923
"6425",1.00271678351676
"6523",1.00224577941809
"55821",1.00218629796664
"9720",1.00201072121776
"284276",1.00139113834366
"26222",1.00128094231465
"170692",1.00089040278509
"3589",1.00064466682877
"89837",1.00016462279107
"6332",0.999811558340288
"138724",0.99945705007741
"64843",0.999328750599982
"57159",0.998940695144662
"51214",0.998348148537225
"196051",0.995605255533913
"27344",0.995249204154732
"595135",0.995233946651923
"285596",0.994517489793561
"96626",0.993787544746688
"5017",0.99339972664163
"343637",0.993373723416522
"647946",0.992881385579842
"407738",0.991552344248064
"50832",0.991273088121927
"57524",0.991097239909059
"2844",0.989631578662073
"646658",0.989312861558225
"26575",0.989301390616554
"340205",0.989244201234816
"203100",0.989142193138733
"29118",0.988868569105652
"79977",0.988632000576996
"55576",0.988411304982841
"26280",0.98839029951066
"1160",0.98824726179973
"84432",0.988154178141583
"54511",0.987475942198159
"84867",0.987254514818791
"80831",0.985989054574032
"64518",0.985716558700015
"117144",0.984877537785489
"1180",0.984839666344039
"9153",0.984466008465573
"285456",0.983948919918069
"338821",0.983946763293961
"2334",0.983902153314205
"1463",0.983742147257868
"90019",0.983720561273607
"55600",0.983587281274043
"11009",0.983393164444955
